organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads_unique	pos_outlier_count	avg_read_length	max_read_length	strategy	wgs_accession	instrument	id_method	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_30.fastq	SRA	37.91	2.8889	12		36	153	183	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00	16	0	100	2.2967	12.25	2	3.2364	91	55	3	4
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_28.fastq	SRA	34.88	3.0698	4		0	43	38	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.01	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.01	0|15	50	50	0.8667	8.1538	0	1.8571	15	7	8	13
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_24.fastq	SRA	71.43		14		0	14	14	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.02	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.02	0	0	100	11	13.5		4.6	2	10	0	2
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_18.fastq	SRA	33.82	7.6029	68		0	68	68	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.03	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.03	0	0	100	6.1944	10.5556	9.8182	7.5833	36	12	11	9
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_10.fastq	SRA	17.65		17		0	17	17	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.04	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.04	0	0	100	6.6923	13	9		13	0	3	1
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_29.fastq	SRA	52.32	6.1546	15		1591	1664.8	6574	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	60.00|20.00|60.00|60.00|60.00|60.00|60.00|60.00|60.00|60.00|60.00|80.00|60.00|60.00|60.00|60.00|60.00|60.00|60.00	40.00|80.00|40.00|40.00|40.00|40.00|40.00|40.00|40.00|40.00|40.00|20.00|40.00|40.00|40.00|40.00|40.00|40.00|40.00	1|3|9|10|12	60	40	6.207	6.3582	6.3193	5.7451	2029	2122	2233	1940
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_27.fastq	SRA	51.68	8.977	12		67	549	1308	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	36.36|27.27|36.36|36.36|36.36|54.55|36.36|36.36|36.36|36.36|36.36|81.82|45.45|36.36|36.36|36.36|36.36|36.36|36.36	63.64|72.73|63.64|63.64|63.64|45.45|63.64|63.64|63.64|63.64|63.64|18.18|54.55|63.64|63.64|63.64|63.64|63.64|63.64	0|1|2|3	72.7	27.3	8.4034	9.8677	9.2456	8.5909	1671	1513	1608	1247
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_15.fastq	SRA	52.68	9.1754	8		123	1225.313	5156	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	21.69|20.48|26.51|26.51|26.51|31.33|26.51|26.51|21.69|21.69|26.51|53.01|24.10|26.51|21.69|21.69|26.51|26.51|21.69	78.31|79.52|73.49|73.49|73.49|68.67|73.49|73.49|78.31|78.31|73.49|46.99|75.90|73.49|78.31|78.31|73.49|73.49|78.31	0|1|2|3|4|6|15|18|28|37	86.7	13.3	9.1532	9.9795	9.3521	8.4007	25823	28198	25381	22299
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_20.fastq	SRA	32.08	5.3774	23		0	53	72	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00	26	0	100	3.871	10	2.5	10.5556	31	9	8	5
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_12.fastq	SRA	38.33	6.5917	33		0	60	87	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.01	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.01	0	0	100	5.9242	9.25	8.2	5.7619	66	21	25	8
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_8.fastq	SRA	40.00	6.925	40		0	40	40	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.02	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.02	0	0	100	6.0526	9.8	6.25	7.875	19	8	8	5
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_6.fastq	SRA	63.12	4.0938	20		9	80	128	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.00|100.03	0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.03	0|24	0	100	4.549	6.75	4.2333	3.4085	51	71	30	8
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_13.fastq	SRA	52.84	8.8322	3		1046	1470.782	15932	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	20.00|12.73|26.36|26.36|26.36|30.00|26.36|26.36|20.00|20.00|26.36|42.73|23.64|26.36|14.55|20.00|26.36|26.36|20.00	80.00|87.27|73.64|73.64|73.64|70.00|73.64|73.64|80.00|80.00|73.64|57.27|76.36|73.64|85.45|80.00|73.64|73.64|80.00	0|1|2|3|4|9|10|11|14|26|32|59	88.2	11.8	8.6999	9.7475	9.2343	7.9369	42102	46333	39150	34201
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_21.fastq	SRA	57.88	7.9416	4		980	1638.594	14769	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	24.24|21.21|27.27|27.27|27.27|30.30|27.27|27.27|24.24|24.24|27.27|57.58|27.27|27.27|18.18|24.24|27.27|27.27|24.24	75.76|78.79|72.73|72.73|72.73|69.70|72.73|72.73|75.76|75.76|72.73|42.42|72.73|72.73|81.82|75.76|72.73|72.73|75.76	0|1|2|3|4|5	87.9	12.1	8.3468	9.2602	8.0365	6.8204	12185	17163	13187	9900
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_11.fastq	SRA	52.36	9.4818	2		463	1465.395	10564	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	14.29|9.52|19.05|19.05|19.05|21.77|19.05|19.05|14.29|14.29|19.05|45.58|14.97|19.05|12.24|14.29|19.05|19.05|14.29	85.71|90.48|80.95|80.95|80.95|78.23|80.95|80.95|85.71|85.71|80.95|54.42|85.03|80.95|87.76|85.71|80.95|80.95|85.71	0|1|2|3|4|5|6|10|16|18|26|30	92.5	7.5	9.2738	10.3115	9.7052	8.7688	54682	57239	55547	47945
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_9.fastq	SRA	52.21	9.4776	4		268	1817.9	10097	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	9.52|7.94|11.11|11.11|11.11|12.17|11.11|11.11|9.52|9.52|11.11|34.39|10.05|11.11|8.47|9.52|11.11|11.11|9.52	90.48|92.06|88.89|88.89|88.89|87.83|88.89|88.89|90.48|90.48|88.89|65.61|89.95|88.89|91.53|90.48|88.89|88.89|90.48	0|1|2|3|4|5|12|13|15|22|23	94.7	5.3	9.5028	10.0175	9.6078	8.8588	85158	91028	88359	79038
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_7.fastq	SRA	51.95	9.5657	4		96	1965.575	15354	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	9.30|6.64|11.96|11.96|11.96|15.28|11.96|11.96|9.30|9.30|11.96|32.56|9.97|11.96|7.64|9.30|11.96|11.96|9.30	90.70|93.36|88.04|88.04|88.04|84.72|88.04|88.04|90.70|90.70|88.04|67.44|90.03|88.04|92.36|90.70|88.04|88.04|90.70	0|1|2|3|4|5|6|7|24|30|32	94	6	9.4935	10.1576	9.8402	8.8721	148252	159266	148074	136046
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_5.fastq	SRA	52.01	9.4977	2		113	3533.17	21681	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	5.45|5.03|7.76|7.76|7.76|9.85|7.76|7.76|5.45|5.45|7.76|22.22|6.39|7.76|4.82|5.45|7.76|7.76|5.45	94.55|94.97|92.24|92.24|92.24|90.15|92.24|92.24|94.55|94.55|92.24|77.78|93.61|92.24|95.18|94.55|92.24|92.24|94.55	0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|20|23|26|30|37|39|45|50|68	97.7	2.3	9.3924	9.9909	9.7563	8.9362	849600	902565	846760	764653
Salmonella enterica	LT2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	GCA_001558355.2	28901	ARGOS_000019	v1.0	HIVE2	40976	FDAARGOS_94	PRJNA231221	SAMN03996249	SRR2814421	SRR2814421_3.fastq	SRA	53.79	8.7434	1		4	4629.727	32768	WGS		PacBio SMRT	Culture	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	4.88|4.14|7.54|7.54|7.54|11.40|7.54|7.54|4.88|4.88|7.54|21.90|6.09|7.54|4.07|4.88|7.54|7.54|4.88	95.12|95.86|92.46|92.46|92.46|88.60|92.46|92.46|95.12|95.12|92.46|78.10|93.91|92.46|95.93|95.12|92.46|92.46|95.12	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|35|36|37|38|39|40|41|42|46|47|48|50|51|52|53|56|60|66|67|72|75|76	97.8	2.2	8.6138	9.6682	8.9579	7.9702	8506059	9576497	8686114	7185872
